"","Year","State","Commodity","Species","Product_Type","Unit","Value","Region","NAs","nonNAs","Gapfill","GF_Method","State_Avg","Region_Avg","Unit_Avg"
"345",2013,"INDIANA","FOOD FISH","CATFISH","NONE","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"346",2013,"INDIANA","FOOD FISH","CATFISH","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"347",2013,"INDIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"348",2013,"INDIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"349",2013,"INDIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",250879,"North Central",2,0,1,"Region Average",NA,250879,3795921.74337208
"350",2013,"INDIANA","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"351",2013,"INDIANA","FOOD FISH","CATFISH","STOCKERS","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"352",2013,"INDIANA","FOOD FISH","CATFISH","STOCKERS","HEAD",250879,"North Central",2,0,1,"Region Average",NA,250879,3795921.74337208
"353",2013,"INDIANA","FOOD FISH","CATFISH","STOCKERS","LB",203239.529411765,"North Central",1,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"354",2013,"INDIANA","FOOD FISH","YELLOW PERCH","NONE","OPERATIONS",1,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"355",2013,"INDIANA","FOOD FISH","YELLOW PERCH","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"356",2013,"INDIANA","FOOD FISH","TILAPIA","NONE","OPERATIONS",3,"North Central",0,8,0,NA,1.625,5.67441860465116,9.31397849462366
"357",2013,"INDIANA","FOOD FISH","TILAPIA","NONE","DOLLARS",841228.484615385,"North Central",8,0,1,"Region Average",NA,841228.484615385,9450793.2152848
"358",2013,"IOWA","FOOD FISH","FOOD FISH","NONE","OPERATIONS",11,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"359",2013,"IOWA","FOOD FISH","FOOD FISH","NONE","DOLLARS",171258,"North Central",10,4,0,NA,98412.25,841228.484615385,9450793.2152848
"360",2013,"IOWA","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"361",2013,"IOWA","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"362",2013,"IOWA","FOOD FISH","CARP","NONE","OPERATIONS",4,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"363",2013,"IOWA","FOOD FISH","CARP","NONE","DOLLARS",73118,"North Central",10,4,0,NA,98412.25,841228.484615385,9450793.2152848
"364",2013,"IOWA","FOOD FISH","GRASS CARP","NONE","OPERATIONS",4,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"365",2013,"IOWA","FOOD FISH","GRASS CARP","NONE","DOLLARS",73118,"North Central",10,4,0,NA,98412.25,841228.484615385,9450793.2152848
"366",2013,"IOWA","FOOD FISH","CATFISH","NONE","OPERATIONS",7,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"367",2013,"IOWA","FOOD FISH","CATFISH","NONE","DOLLARS",76155,"North Central",10,4,0,NA,98412.25,841228.484615385,9450793.2152848
"368",2013,"IOWA","FOOD FISH","CATFISH","BROODSTOCK","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"369",2013,"IOWA","FOOD FISH","CATFISH","BROODSTOCK","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"370",2013,"IOWA","FOOD FISH","CATFISH","BROODSTOCK","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"371",2013,"IOWA","FOOD FISH","CATFISH","BROODSTOCK","LB",203239.529411765,"North Central",5,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"372",2013,"IOWA","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",3,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"373",2013,"IOWA","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"374",2013,"IOWA","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"375",2013,"IOWA","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",2,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"376",2013,"IOWA","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"377",2013,"IOWA","FOOD FISH","CATFISH","FOODSIZE","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"378",2013,"IOWA","FOOD FISH","CATFISH","FOODSIZE","LB",203239.529411765,"North Central",5,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"379",2013,"IOWA","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"380",2013,"IOWA","FOOD FISH","CATFISH","STOCKERS","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"381",2013,"IOWA","FOOD FISH","CATFISH","STOCKERS","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"382",2013,"IOWA","FOOD FISH","CATFISH","STOCKERS","LB",203239.529411765,"North Central",5,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"383",2013,"IOWA","FOOD FISH","YELLOW PERCH","NONE","OPERATIONS",2,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"384",2013,"IOWA","FOOD FISH","YELLOW PERCH","NONE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"385",2013,"IOWA","FOOD FISH","TILAPIA","NONE","OPERATIONS",2,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"386",2013,"IOWA","FOOD FISH","TILAPIA","NONE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"387",2013,"IOWA","FOOD FISH","TROUT","NONE","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"388",2013,"IOWA","FOOD FISH","TROUT","NONE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"389",2013,"IOWA","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"390",2013,"IOWA","FOOD FISH","TROUT","FOODSIZE","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"391",2013,"IOWA","FOOD FISH","TROUT","FOODSIZE","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"392",2013,"IOWA","FOOD FISH","TROUT","FOODSIZE","LB",203239.529411765,"North Central",5,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"393",2013,"IOWA","FOOD FISH","TROUT","STOCKERS","OPERATIONS",1,"North Central",0,14,0,NA,2.92857142857143,5.67441860465116,9.31397849462366
"394",2013,"IOWA","FOOD FISH","TROUT","STOCKERS","DOLLARS",841228.484615385,"North Central",10,4,1,"Region Average",98412.25,841228.484615385,9450793.2152848
"395",2013,"IOWA","FOOD FISH","TROUT","STOCKERS","HEAD",250879,"North Central",6,0,1,"Region Average",NA,250879,3795921.74337208
"396",2013,"IOWA","FOOD FISH","TROUT","STOCKERS","LB",203239.529411765,"North Central",5,0,1,"Region Average",NA,203239.529411765,3545924.67272331
"397",2013,"KANSAS","FOOD FISH","FOOD FISH","NONE","OPERATIONS",4,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"398",2013,"KANSAS","FOOD FISH","FOOD FISH","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"399",2013,"KANSAS","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",1,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"400",2013,"KANSAS","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"401",2013,"KANSAS","FOOD FISH","CARP","NONE","OPERATIONS",1,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"402",2013,"KANSAS","FOOD FISH","CARP","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"403",2013,"KANSAS","FOOD FISH","GRASS CARP","NONE","OPERATIONS",1,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"404",2013,"KANSAS","FOOD FISH","GRASS CARP","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"405",2013,"KANSAS","FOOD FISH","CATFISH","NONE","OPERATIONS",4,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"406",2013,"KANSAS","FOOD FISH","CATFISH","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"407",2013,"KANSAS","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",1,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"408",2013,"KANSAS","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"409",2013,"KANSAS","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",250879,"North Central",2,1,1,"Region Average",32000,250879,3795921.74337208
"410",2013,"KANSAS","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",2,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"411",2013,"KANSAS","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"412",2013,"KANSAS","FOOD FISH","CATFISH","FOODSIZE","HEAD",250879,"North Central",2,1,1,"Region Average",32000,250879,3795921.74337208
"413",2013,"KANSAS","FOOD FISH","CATFISH","FOODSIZE","LB",203239.529411765,"North Central",1,1,1,"Region Average",12050,203239.529411765,3545924.67272331
"414",2013,"KANSAS","FOOD FISH","CATFISH","STOCKERS","OPERATIONS",4,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"415",2013,"KANSAS","FOOD FISH","CATFISH","STOCKERS","DOLLARS",39000,"North Central",8,1,0,NA,39000,841228.484615385,9450793.2152848
"416",2013,"KANSAS","FOOD FISH","CATFISH","STOCKERS","HEAD",32000,"North Central",2,1,0,NA,32000,250879,3795921.74337208
"417",2013,"KANSAS","FOOD FISH","CATFISH","STOCKERS","LB",12050,"North Central",1,1,0,NA,12050,203239.529411765,3545924.67272331
"418",2013,"KANSAS","FOOD FISH","TILAPIA","NONE","OPERATIONS",1,"North Central",0,9,0,NA,2.11111111111111,5.67441860465116,9.31397849462366
"419",2013,"KANSAS","FOOD FISH","TILAPIA","NONE","DOLLARS",841228.484615385,"North Central",8,1,1,"Region Average",39000,841228.484615385,9450793.2152848
"420",2013,"KENTUCKY","FOOD FISH","FOOD FISH","NONE","OPERATIONS",20,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"421",2013,"KENTUCKY","FOOD FISH","FOOD FISH","NONE","DOLLARS",966573,"South",8,3,0,NA,597653.666666667,19420987.1864035,9450793.2152848
"422",2013,"KENTUCKY","FOOD FISH","HYBRID STRIPED BASS","NONE","OPERATIONS",1,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"423",2013,"KENTUCKY","FOOD FISH","HYBRID STRIPED BASS","NONE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"424",2013,"KENTUCKY","FOOD FISH","CARP","NONE","OPERATIONS",2,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"425",2013,"KENTUCKY","FOOD FISH","CARP","NONE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"426",2013,"KENTUCKY","FOOD FISH","GRASS CARP","NONE","OPERATIONS",2,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"427",2013,"KENTUCKY","FOOD FISH","GRASS CARP","NONE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"428",2013,"KENTUCKY","FOOD FISH","CATFISH","NONE","OPERATIONS",13,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"429",2013,"KENTUCKY","FOOD FISH","CATFISH","NONE","DOLLARS",813690,"South",8,3,0,NA,597653.666666667,19420987.1864035,9450793.2152848
"430",2013,"KENTUCKY","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",1,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"431",2013,"KENTUCKY","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"432",2013,"KENTUCKY","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",10243752.6923077,"South",2,1,1,"Region Average",547375,10243752.6923077,3795921.74337208
"433",2013,"KENTUCKY","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",12,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"434",2013,"KENTUCKY","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"435",2013,"KENTUCKY","FOOD FISH","CATFISH","FOODSIZE","HEAD",547375,"South",2,1,0,NA,547375,10243752.6923077,3795921.74337208
"436",2013,"KENTUCKY","FOOD FISH","CATFISH","FOODSIZE","LB",728931,"South",1,1,0,NA,728931,8658691.9,3545924.67272331
"437",2013,"KENTUCKY","FOOD FISH","OTHER SPECIES","NONE","OPERATIONS",1,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"438",2013,"KENTUCKY","FOOD FISH","OTHER SPECIES","NONE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"439",2013,"KENTUCKY","FOOD FISH","TILAPIA","NONE","OPERATIONS",5,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"440",2013,"KENTUCKY","FOOD FISH","TILAPIA","NONE","DOLLARS",12698,"South",8,3,0,NA,597653.666666667,19420987.1864035,9450793.2152848
"441",2013,"KENTUCKY","FOOD FISH","TROUT","NONE","OPERATIONS",1,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"442",2013,"KENTUCKY","FOOD FISH","TROUT","NONE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"443",2013,"KENTUCKY","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",1,"South",0,11,0,NA,5.36363636363636,14.9759036144578,9.31397849462366
"444",2013,"KENTUCKY","FOOD FISH","TROUT","FOODSIZE","DOLLARS",19420987.1864035,"South",8,3,1,"Region Average",597653.666666667,19420987.1864035,9450793.2152848
"445",2013,"KENTUCKY","FOOD FISH","TROUT","FOODSIZE","HEAD",10243752.6923077,"South",2,1,1,"Region Average",547375,10243752.6923077,3795921.74337208
"446",2013,"KENTUCKY","FOOD FISH","TROUT","FOODSIZE","LB",8658691.9,"South",1,1,1,"Region Average",728931,8658691.9,3545924.67272331
"447",2013,"LOUISIANA","FOOD FISH","FOOD FISH","NONE","OPERATIONS",8,"South",0,4,0,NA,6,14.9759036144578,9.31397849462366
"448",2013,"LOUISIANA","FOOD FISH","FOOD FISH","NONE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"449",2013,"LOUISIANA","FOOD FISH","CATFISH","NONE","OPERATIONS",8,"South",0,4,0,NA,6,14.9759036144578,9.31397849462366
"450",2013,"LOUISIANA","FOOD FISH","CATFISH","NONE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"451",2013,"LOUISIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","OPERATIONS",1,"South",0,4,0,NA,6,14.9759036144578,9.31397849462366
"452",2013,"LOUISIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"453",2013,"LOUISIANA","FOOD FISH","CATFISH","FINGERLINGS & FRY","HEAD",10243752.6923077,"South",1,1,1,"Region Average",1055100,10243752.6923077,3795921.74337208
"454",2013,"LOUISIANA","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",7,"South",0,4,0,NA,6,14.9759036144578,9.31397849462366
"455",2013,"LOUISIANA","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"456",2013,"LOUISIANA","FOOD FISH","CATFISH","FOODSIZE","HEAD",1055100,"South",1,1,0,NA,1055100,10243752.6923077,3795921.74337208
"457",2013,"LOUISIANA","FOOD FISH","CATFISH","FOODSIZE","LB",1130944,"South",0,1,0,NA,1130944,8658691.9,3545924.67272331
"458",2013,"MAINE","FOOD FISH","FOOD FISH","NONE","OPERATIONS",11,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"459",2013,"MAINE","FOOD FISH","FOOD FISH","NONE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",73030,1132140.75958188,9450793.2152848
"460",2013,"MAINE","FOOD FISH","ATLANTIC SALMON","NONE","OPERATIONS",4,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"461",2013,"MAINE","FOOD FISH","ATLANTIC SALMON","NONE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",73030,1132140.75958188,9450793.2152848
"462",2013,"MAINE","FOOD FISH","TROUT","NONE","OPERATIONS",7,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"463",2013,"MAINE","FOOD FISH","TROUT","NONE","DOLLARS",139480,"Northeast",5,2,0,NA,73030,1132140.75958188,9450793.2152848
"464",2013,"MAINE","FOOD FISH","TROUT","EGGS","OPERATIONS",4,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"465",2013,"MAINE","FOOD FISH","TROUT","EGGS","DOLLARS",6580,"Northeast",5,2,0,NA,73030,1132140.75958188,9450793.2152848
"466",2013,"MAINE","FOOD FISH","TROUT","EGGS","EGGS",329000,"Northeast",0,1,0,NA,329000,672059,74764032.8333333
"467",2013,"MAINE","FOOD FISH","TROUT","FINGERLINGS & FRY","OPERATIONS",4,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"468",2013,"MAINE","FOOD FISH","TROUT","FINGERLINGS & FRY","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",73030,1132140.75958188,9450793.2152848
"469",2013,"MAINE","FOOD FISH","TROUT","FINGERLINGS & FRY","HEAD",43800,"Northeast",2,1,0,NA,43800,128523.3125,3795921.74337208
"470",2013,"MAINE","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",1,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"471",2013,"MAINE","FOOD FISH","TROUT","FOODSIZE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",73030,1132140.75958188,9450793.2152848
"472",2013,"MAINE","FOOD FISH","TROUT","FOODSIZE","HEAD",128523.3125,"Northeast",2,1,1,"Region Average",43800,128523.3125,3795921.74337208
"473",2013,"MAINE","FOOD FISH","TROUT","FOODSIZE","LB",148881,"Northeast",2,0,1,"Region Average",NA,148881,3545924.67272331
"474",2013,"MAINE","FOOD FISH","TROUT","STOCKERS","OPERATIONS",3,"Northeast",0,7,0,NA,4.85714285714286,5.77464788732394,9.31397849462366
"475",2013,"MAINE","FOOD FISH","TROUT","STOCKERS","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",73030,1132140.75958188,9450793.2152848
"476",2013,"MAINE","FOOD FISH","TROUT","STOCKERS","HEAD",128523.3125,"Northeast",2,1,1,"Region Average",43800,128523.3125,3795921.74337208
"477",2013,"MAINE","FOOD FISH","TROUT","STOCKERS","LB",148881,"Northeast",2,0,1,"Region Average",NA,148881,3545924.67272331
"478",2013,"MARYLAND","FOOD FISH","FOOD FISH","NONE","OPERATIONS",2,"South",0,4,0,NA,1.5,14.9759036144578,9.31397849462366
"479",2013,"MARYLAND","FOOD FISH","FOOD FISH","NONE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"480",2013,"MARYLAND","FOOD FISH","CATFISH","NONE","OPERATIONS",1,"South",0,4,0,NA,1.5,14.9759036144578,9.31397849462366
"481",2013,"MARYLAND","FOOD FISH","CATFISH","NONE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"482",2013,"MARYLAND","FOOD FISH","CATFISH","FOODSIZE","OPERATIONS",1,"South",0,4,0,NA,1.5,14.9759036144578,9.31397849462366
"483",2013,"MARYLAND","FOOD FISH","CATFISH","FOODSIZE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"484",2013,"MARYLAND","FOOD FISH","CATFISH","FOODSIZE","HEAD",10243752.6923077,"South",1,0,1,"Region Average",NA,10243752.6923077,3795921.74337208
"485",2013,"MARYLAND","FOOD FISH","CATFISH","FOODSIZE","LB",8658691.9,"South",1,0,1,"Region Average",NA,8658691.9,3545924.67272331
"486",2013,"MARYLAND","FOOD FISH","TILAPIA","NONE","OPERATIONS",2,"South",0,4,0,NA,1.5,14.9759036144578,9.31397849462366
"487",2013,"MARYLAND","FOOD FISH","TILAPIA","NONE","DOLLARS",19420987.1864035,"South",4,0,1,"Region Average",NA,19420987.1864035,9450793.2152848
"488",2013,"MASSACHUSETTS","FOOD FISH","FOOD FISH","NONE","OPERATIONS",10,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"489",2013,"MASSACHUSETTS","FOOD FISH","FOOD FISH","NONE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",89512.5,1132140.75958188,9450793.2152848
"490",2013,"MASSACHUSETTS","FOOD FISH","OTHER SPECIES","NONE","OPERATIONS",1,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"491",2013,"MASSACHUSETTS","FOOD FISH","OTHER SPECIES","NONE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",89512.5,1132140.75958188,9450793.2152848
"492",2013,"MASSACHUSETTS","FOOD FISH","TILAPIA","NONE","OPERATIONS",2,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"493",2013,"MASSACHUSETTS","FOOD FISH","TILAPIA","NONE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",89512.5,1132140.75958188,9450793.2152848
"494",2013,"MASSACHUSETTS","FOOD FISH","TROUT","NONE","OPERATIONS",7,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"495",2013,"MASSACHUSETTS","FOOD FISH","TROUT","NONE","DOLLARS",115425,"Northeast",5,2,0,NA,89512.5,1132140.75958188,9450793.2152848
"496",2013,"MASSACHUSETTS","FOOD FISH","TROUT","BROODSTOCK","OPERATIONS",1,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"497",2013,"MASSACHUSETTS","FOOD FISH","TROUT","BROODSTOCK","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",89512.5,1132140.75958188,9450793.2152848
"498",2013,"MASSACHUSETTS","FOOD FISH","TROUT","BROODSTOCK","HEAD",128523.3125,"Northeast",1,2,1,"Region Average",12197,128523.3125,3795921.74337208
"499",2013,"MASSACHUSETTS","FOOD FISH","TROUT","BROODSTOCK","LB",148881,"Northeast",1,2,1,"Region Average",7867.5,148881,3545924.67272331
"500",2013,"MASSACHUSETTS","FOOD FISH","TROUT","FOODSIZE","OPERATIONS",6,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"501",2013,"MASSACHUSETTS","FOOD FISH","TROUT","FOODSIZE","DOLLARS",1132140.75958188,"Northeast",5,2,1,"Region Average",89512.5,1132140.75958188,9450793.2152848
"502",2013,"MASSACHUSETTS","FOOD FISH","TROUT","FOODSIZE","HEAD",6094,"Northeast",1,2,0,NA,12197,128523.3125,3795921.74337208
"503",2013,"MASSACHUSETTS","FOOD FISH","TROUT","FOODSIZE","LB",6336,"Northeast",1,2,0,NA,7867.5,148881,3545924.67272331
"504",2013,"MASSACHUSETTS","FOOD FISH","TROUT","STOCKERS","OPERATIONS",5,"Northeast",0,7,0,NA,4.57142857142857,5.77464788732394,9.31397849462366
"505",2013,"MASSACHUSETTS","FOOD FISH","TROUT","STOCKERS","DOLLARS",63600,"Northeast",5,2,0,NA,89512.5,1132140.75958188,9450793.2152848
"506",2013,"MASSACHUSETTS","FOOD FISH","TROUT","STOCKERS","HEAD",18300,"Northeast",1,2,0,NA,12197,128523.3125,3795921.74337208
"507",2013,"MASSACHUSETTS","FOOD FISH","TROUT","STOCKERS","LB",9399,"Northeast",1,2,0,NA,7867.5,148881,3545924.67272331
"508",2013,"MICHIGAN","FOOD FISH","FOOD FISH","NONE","OPERATIONS",19,"North Central",0,13,0,NA,5.53846153846154,5.67441860465116,9.31397849462366
"509",2013,"MICHIGAN","FOOD FISH","FOOD FISH","NONE","DOLLARS",1177878,"North Central",10,3,0,NA,619601,841228.484615385,9450793.2152848
"510",2013,"MICHIGAN","FOOD FISH","CARP","NONE","OPERATIONS",1,"North Central",0,13,0,NA,5.53846153846154,5.67441860465116,9.31397849462366
"511",2013,"MICHIGAN","FOOD FISH","CARP","NONE","DOLLARS",841228.484615385,"North Central",10,3,1,"Region Average",619601,841228.484615385,9450793.2152848
"512",2013,"MICHIGAN","FOOD FISH","CARP (EXCL GRASS)","NONE","OPERATIONS",1,"North Central",0,13,0,NA,5.53846153846154,5.67441860465116,9.31397849462366
"513",2013,"MICHIGAN","FOOD FISH","CARP (EXCL GRASS)","NONE","DOLLARS",841228.484615385,"North Central",10,3,1,"Region Average",619601,841228.484615385,9450793.2152848
"514",2013,"MICHIGAN","FOOD FISH","CATFISH","NONE","OPERATIONS",5,"North Central",0,13,0,NA,5.53846153846154,5.67441860465116,9.31397849462366
"515",2013,"MICHIGAN","FOOD FISH","CATFISH","NONE","DOLLARS",841228.484615385,"North Central",10,3,1,"Region Average",619601,841228.484615385,9450793.2152848
