"Year","State","Species","Product_Type","Unit","Value"
2005,"COLORADO","CATFISH","FOODSIZE","LB",NA
2005,"COLORADO","CATFISH","FOODSIZE","LB_PER_HEAD",NA
2005,"COLORADO","CATFISH","STOCKERS","OPERATIONS",1
2005,"COLORADO","CATFISH","STOCKERS","DOLLARS",NA
2005,"COLORADO","CATFISH","STOCKERS","HEAD",NA
2005,"COLORADO","CATFISH","STOCKERS","LB",NA
2005,"COLORADO","CATFISH","STOCKERS","LB_PER_HEAD",NA
2005,"COLORADO","TILAPIA","ALL PRODUCTS","OPERATIONS",2
2005,"COLORADO","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"COLORADO","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"COLORADO","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"COLORADO","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"COLORADO","TILAPIA","FOODSIZE","OPERATIONS",2
2005,"COLORADO","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"COLORADO","TILAPIA","FOODSIZE","HEAD",NA
2005,"COLORADO","TILAPIA","FOODSIZE","LB",NA
2005,"COLORADO","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"COLORADO","TILAPIA","STOCKERS","OPERATIONS",1
2005,"COLORADO","TILAPIA","STOCKERS","DOLLARS",NA
2005,"COLORADO","TILAPIA","STOCKERS","HEAD",NA
2005,"COLORADO","TILAPIA","STOCKERS","LB",NA
2005,"COLORADO","TILAPIA","STOCKERS","LB_PER_HEAD",NA
2005,"COLORADO","TROUT","ALL PRODUCTS","OPERATIONS",8
2005,"COLORADO","TROUT","ALL PRODUCTS","DOLLARS",1473557
2005,"COLORADO","TROUT","EGGS","OPERATIONS",1
2005,"COLORADO","TROUT","EGGS","DOLLARS",NA
2005,"COLORADO","TROUT","EGGS","EGGS",NA
2005,"COLORADO","TROUT","FINGERLINGS & FRY","OPERATIONS",4
2005,"COLORADO","TROUT","FINGERLINGS & FRY","DOLLARS",NA
2005,"COLORADO","TROUT","FINGERLINGS & FRY","HEAD",NA
2005,"COLORADO","TROUT","FOODSIZE","OPERATIONS",7
2005,"COLORADO","TROUT","FOODSIZE","DOLLARS",943693
2005,"COLORADO","TROUT","FOODSIZE","HEAD",406028
2005,"COLORADO","TROUT","FOODSIZE","LB",346003
2005,"COLORADO","TROUT","FOODSIZE","LB_PER_HEAD",0.9
2005,"COLORADO","TROUT","STOCKERS","OPERATIONS",4
2005,"COLORADO","TROUT","STOCKERS","DOLLARS",509480
2005,"COLORADO","TROUT","STOCKERS","HEAD",NA
2005,"COLORADO","TROUT","STOCKERS","LB",NA
2005,"COLORADO","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"CONNECTICUT","FOOD FISH","ALL PRODUCTS","OPERATIONS",3
2005,"CONNECTICUT","FOOD FISH","ALL PRODUCTS","DOLLARS",369250
2005,"CONNECTICUT","TROUT","ALL PRODUCTS","OPERATIONS",3
2005,"CONNECTICUT","TROUT","ALL PRODUCTS","DOLLARS",369250
2005,"CONNECTICUT","TROUT","FINGERLINGS & FRY","OPERATIONS",1
2005,"CONNECTICUT","TROUT","FINGERLINGS & FRY","DOLLARS",NA
2005,"CONNECTICUT","TROUT","FINGERLINGS & FRY","HEAD",NA
2005,"CONNECTICUT","TROUT","FOODSIZE","OPERATIONS",3
2005,"CONNECTICUT","TROUT","FOODSIZE","DOLLARS",338500
2005,"CONNECTICUT","TROUT","FOODSIZE","HEAD",NA
2005,"CONNECTICUT","TROUT","FOODSIZE","LB",NA
2005,"CONNECTICUT","TROUT","FOODSIZE","LB_PER_HEAD",NA
2005,"CONNECTICUT","TROUT","STOCKERS","OPERATIONS",3
2005,"CONNECTICUT","TROUT","STOCKERS","DOLLARS",NA
2005,"CONNECTICUT","TROUT","STOCKERS","HEAD",NA
2005,"CONNECTICUT","TROUT","STOCKERS","LB",NA
2005,"CONNECTICUT","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"DELAWARE","FOOD FISH","ALL PRODUCTS","OPERATIONS",2
2005,"DELAWARE","FOOD FISH","ALL PRODUCTS","DOLLARS",NA
2005,"DELAWARE","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",1
2005,"DELAWARE","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",NA
2005,"DELAWARE","HYBRID STRIPED BASS","FINGERLINGS & FRY","OPERATIONS",1
2005,"DELAWARE","HYBRID STRIPED BASS","FINGERLINGS & FRY","DOLLARS",NA
2005,"DELAWARE","HYBRID STRIPED BASS","FINGERLINGS & FRY","HEAD",NA
2005,"DELAWARE","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",1
2005,"DELAWARE","YELLOW PERCH","ALL PRODUCTS","DOLLARS",NA
2005,"DELAWARE","YELLOW PERCH","FINGERLINGS & FRY","OPERATIONS",1
2005,"DELAWARE","YELLOW PERCH","FINGERLINGS & FRY","DOLLARS",NA
2005,"DELAWARE","YELLOW PERCH","FINGERLINGS & FRY","HEAD",NA
2005,"DELAWARE","TILAPIA","ALL PRODUCTS","OPERATIONS",1
2005,"DELAWARE","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"DELAWARE","TILAPIA","FOODSIZE","OPERATIONS",1
2005,"DELAWARE","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"DELAWARE","TILAPIA","FOODSIZE","HEAD",NA
2005,"DELAWARE","TILAPIA","FOODSIZE","LB",NA
2005,"DELAWARE","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"FLORIDA","FOOD FISH","ALL PRODUCTS","OPERATIONS",49
2005,"FLORIDA","FOOD FISH","ALL PRODUCTS","DOLLARS",3641353
2005,"FLORIDA","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",5
2005,"FLORIDA","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",1368610
2005,"FLORIDA","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",5
2005,"FLORIDA","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",1368610
2005,"FLORIDA","HYBRID STRIPED BASS","FOODSIZE","HEAD",212000
2005,"FLORIDA","HYBRID STRIPED BASS","FOODSIZE","LB",550627
2005,"FLORIDA","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",2.6
2005,"FLORIDA","CARP","ALL PRODUCTS","OPERATIONS",2
2005,"FLORIDA","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"FLORIDA","GRASS CARP","ALL PRODUCTS","OPERATIONS",2
2005,"FLORIDA","GRASS CARP","ALL PRODUCTS","DOLLARS",NA
2005,"FLORIDA","GRASS CARP","STOCKERS","OPERATIONS",2
2005,"FLORIDA","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"FLORIDA","GRASS CARP","STOCKERS","HEAD",NA
2005,"FLORIDA","GRASS CARP","STOCKERS","LB",NA
2005,"FLORIDA","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"FLORIDA","CATFISH","ALL PRODUCTS","OPERATIONS",26
2005,"FLORIDA","CATFISH","ALL PRODUCTS","DOLLARS",1433534
2005,"FLORIDA","CATFISH","FINGERLINGS & FRY","OPERATIONS",3
2005,"FLORIDA","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"FLORIDA","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"FLORIDA","CATFISH","FOODSIZE","OPERATIONS",23
2005,"FLORIDA","CATFISH","FOODSIZE","DOLLARS",1333211
2005,"FLORIDA","CATFISH","FOODSIZE","HEAD",1462267
2005,"FLORIDA","CATFISH","FOODSIZE","LB",2092200
2005,"FLORIDA","CATFISH","FOODSIZE","LB_PER_HEAD",1.4
2005,"FLORIDA","CATFISH","STOCKERS","OPERATIONS",2
2005,"FLORIDA","CATFISH","STOCKERS","DOLLARS",NA
2005,"FLORIDA","CATFISH","STOCKERS","HEAD",NA
2005,"FLORIDA","CATFISH","STOCKERS","LB",NA
2005,"FLORIDA","CATFISH","STOCKERS","LB_PER_HEAD",NA
2005,"FLORIDA","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",3
2005,"FLORIDA","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA
2005,"FLORIDA","STURGEON","ALL PRODUCTS","OPERATIONS",2
2005,"FLORIDA","STURGEON","ALL PRODUCTS","DOLLARS",NA
2005,"FLORIDA","STURGEON","FOODSIZE","OPERATIONS",2
2005,"FLORIDA","STURGEON","FOODSIZE","DOLLARS",NA
2005,"FLORIDA","STURGEON","FOODSIZE","HEAD",NA
2005,"FLORIDA","STURGEON","FOODSIZE","LB",NA
2005,"FLORIDA","STURGEON","FOODSIZE","LB_PER_HEAD",NA
2005,"FLORIDA","TILAPIA","ALL PRODUCTS","OPERATIONS",18
2005,"FLORIDA","TILAPIA","ALL PRODUCTS","DOLLARS",476555
2005,"FLORIDA","TILAPIA","FINGERLINGS & FRY","OPERATIONS",2
2005,"FLORIDA","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"FLORIDA","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"FLORIDA","TILAPIA","FOODSIZE","OPERATIONS",12
2005,"FLORIDA","TILAPIA","FOODSIZE","DOLLARS",426436
2005,"FLORIDA","TILAPIA","FOODSIZE","HEAD",353380
2005,"FLORIDA","TILAPIA","FOODSIZE","LB",381075
2005,"FLORIDA","TILAPIA","FOODSIZE","LB_PER_HEAD",1.1
2005,"FLORIDA","TILAPIA","STOCKERS","OPERATIONS",4
2005,"FLORIDA","TILAPIA","STOCKERS","DOLLARS",NA
2005,"FLORIDA","TILAPIA","STOCKERS","HEAD",34389
2005,"FLORIDA","TILAPIA","STOCKERS","LB",21642
2005,"FLORIDA","TILAPIA","STOCKERS","LB_PER_HEAD",0.6
2005,"GEORGIA","FOOD FISH","ALL PRODUCTS","OPERATIONS",66
2005,"GEORGIA","FOOD FISH","ALL PRODUCTS","DOLLARS",3144814
2005,"GEORGIA","CARP","ALL PRODUCTS","OPERATIONS",8
2005,"GEORGIA","CARP","ALL PRODUCTS","DOLLARS",83425
2005,"GEORGIA","GRASS CARP","ALL PRODUCTS","OPERATIONS",8
2005,"GEORGIA","GRASS CARP","ALL PRODUCTS","DOLLARS",83425
2005,"GEORGIA","GRASS CARP","FOODSIZE","OPERATIONS",3
2005,"GEORGIA","GRASS CARP","FOODSIZE","DOLLARS",24700
2005,"GEORGIA","GRASS CARP","FOODSIZE","HEAD",NA
2005,"GEORGIA","GRASS CARP","FOODSIZE","LB",NA
2005,"GEORGIA","GRASS CARP","FOODSIZE","LB_PER_HEAD",NA
2005,"GEORGIA","GRASS CARP","STOCKERS","OPERATIONS",5
2005,"GEORGIA","GRASS CARP","STOCKERS","DOLLARS",58725
2005,"GEORGIA","GRASS CARP","STOCKERS","HEAD",NA
2005,"GEORGIA","GRASS CARP","STOCKERS","LB",35645
2005,"GEORGIA","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"GEORGIA","CATFISH","ALL PRODUCTS","OPERATIONS",54
2005,"GEORGIA","CATFISH","ALL PRODUCTS","DOLLARS",2070271
2005,"GEORGIA","CATFISH","BROODSTOCK","OPERATIONS",2
2005,"GEORGIA","CATFISH","BROODSTOCK","DOLLARS",NA
2005,"GEORGIA","CATFISH","BROODSTOCK","HEAD",NA
2005,"GEORGIA","CATFISH","BROODSTOCK","LB",NA
2005,"GEORGIA","CATFISH","BROODSTOCK","LB_PER_HEAD",NA
2005,"GEORGIA","CATFISH","FINGERLINGS & FRY","OPERATIONS",18
2005,"GEORGIA","CATFISH","FINGERLINGS & FRY","DOLLARS",700933
2005,"GEORGIA","CATFISH","FINGERLINGS & FRY","HEAD",7838792
2005,"GEORGIA","CATFISH","FOODSIZE","OPERATIONS",43
2005,"GEORGIA","CATFISH","FOODSIZE","DOLLARS",1245357
2005,"GEORGIA","CATFISH","FOODSIZE","HEAD",995111
2005,"GEORGIA","CATFISH","FOODSIZE","LB",1612598
2005,"GEORGIA","CATFISH","FOODSIZE","LB_PER_HEAD",1.6
2005,"GEORGIA","CATFISH","STOCKERS","OPERATIONS",8
2005,"GEORGIA","CATFISH","STOCKERS","DOLLARS",NA
2005,"GEORGIA","CATFISH","STOCKERS","HEAD",NA
2005,"GEORGIA","CATFISH","STOCKERS","LB",NA
2005,"GEORGIA","CATFISH","STOCKERS","LB_PER_HEAD",NA
2005,"GEORGIA","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",1
2005,"GEORGIA","YELLOW PERCH","ALL PRODUCTS","DOLLARS",NA
2005,"GEORGIA","YELLOW PERCH","FOODSIZE","OPERATIONS",1
2005,"GEORGIA","YELLOW PERCH","FOODSIZE","DOLLARS",NA
2005,"GEORGIA","YELLOW PERCH","FOODSIZE","HEAD",NA
2005,"GEORGIA","YELLOW PERCH","FOODSIZE","LB",NA
2005,"GEORGIA","YELLOW PERCH","FOODSIZE","LB_PER_HEAD",NA
2005,"GEORGIA","STURGEON","ALL PRODUCTS","OPERATIONS",1
2005,"GEORGIA","STURGEON","ALL PRODUCTS","DOLLARS",NA
2005,"GEORGIA","STURGEON","FOODSIZE","OPERATIONS",1
2005,"GEORGIA","STURGEON","FOODSIZE","DOLLARS",NA
2005,"GEORGIA","STURGEON","FOODSIZE","HEAD",NA
2005,"GEORGIA","STURGEON","FOODSIZE","LB",NA
2005,"GEORGIA","STURGEON","FOODSIZE","LB_PER_HEAD",NA
2005,"GEORGIA","TILAPIA","ALL PRODUCTS","OPERATIONS",2
2005,"GEORGIA","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"GEORGIA","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"GEORGIA","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"GEORGIA","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"GEORGIA","TILAPIA","FOODSIZE","OPERATIONS",2
2005,"GEORGIA","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"GEORGIA","TILAPIA","FOODSIZE","HEAD",NA
2005,"GEORGIA","TILAPIA","FOODSIZE","LB",NA
2005,"GEORGIA","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"GEORGIA","TROUT","ALL PRODUCTS","OPERATIONS",10
2005,"GEORGIA","TROUT","ALL PRODUCTS","DOLLARS",853668
2005,"GEORGIA","TROUT","FOODSIZE","OPERATIONS",8
2005,"GEORGIA","TROUT","FOODSIZE","DOLLARS",839918
2005,"GEORGIA","TROUT","FOODSIZE","HEAD",449480
2005,"GEORGIA","TROUT","FOODSIZE","LB",431303
2005,"GEORGIA","TROUT","FOODSIZE","LB_PER_HEAD",1
2005,"GEORGIA","TROUT","STOCKERS","OPERATIONS",4
2005,"GEORGIA","TROUT","STOCKERS","DOLLARS",13750
2005,"GEORGIA","TROUT","STOCKERS","HEAD",15000
2005,"GEORGIA","TROUT","STOCKERS","LB",7650
2005,"GEORGIA","TROUT","STOCKERS","LB_PER_HEAD",0.5
2005,"HAWAII","FOOD FISH","ALL PRODUCTS","OPERATIONS",31
2005,"HAWAII","FOOD FISH","ALL PRODUCTS","DOLLARS",3212211
2005,"HAWAII","CARP","ALL PRODUCTS","OPERATIONS",1
2005,"HAWAII","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"HAWAII","OTHER CARP","ALL PRODUCTS","OPERATIONS",1
2005,"HAWAII","OTHER CARP","ALL PRODUCTS","DOLLARS",NA
2005,"HAWAII","CATFISH","ALL PRODUCTS","OPERATIONS",5
2005,"HAWAII","CATFISH","ALL PRODUCTS","DOLLARS",NA
2005,"HAWAII","CATFISH","FINGERLINGS & FRY","OPERATIONS",1
2005,"HAWAII","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"HAWAII","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"HAWAII","CATFISH","FOODSIZE","OPERATIONS",5
2005,"HAWAII","CATFISH","FOODSIZE","DOLLARS",39400
2005,"HAWAII","CATFISH","FOODSIZE","HEAD",18000
2005,"HAWAII","CATFISH","FOODSIZE","LB",30350
2005,"HAWAII","CATFISH","FOODSIZE","LB_PER_HEAD",1.7
2005,"HAWAII","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",13
2005,"HAWAII","OTHER SPECIES","ALL PRODUCTS","DOLLARS",851111
2005,"HAWAII","PACIFIC THREADFIN","ALL PRODUCTS","OPERATIONS",3
2005,"HAWAII","PACIFIC THREADFIN","ALL PRODUCTS","DOLLARS",NA
2005,"HAWAII","PACIFIC THREADFIN","FINGERLINGS & FRY","OPERATIONS",1
2005,"HAWAII","PACIFIC THREADFIN","FINGERLINGS & FRY","DOLLARS",NA
2005,"HAWAII","PACIFIC THREADFIN","FINGERLINGS & FRY","HEAD",NA
2005,"HAWAII","PACIFIC THREADFIN","FOODSIZE","OPERATIONS",2
2005,"HAWAII","PACIFIC THREADFIN","FOODSIZE","DOLLARS",NA
2005,"HAWAII","PACIFIC THREADFIN","FOODSIZE","HEAD",NA
2005,"HAWAII","PACIFIC THREADFIN","FOODSIZE","LB",NA
2005,"HAWAII","PACIFIC THREADFIN","FOODSIZE","LB_PER_HEAD",NA
2005,"HAWAII","TILAPIA","ALL PRODUCTS","OPERATIONS",19
2005,"HAWAII","TILAPIA","ALL PRODUCTS","DOLLARS",280502
2005,"HAWAII","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"HAWAII","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"HAWAII","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"HAWAII","TILAPIA","FOODSIZE","OPERATIONS",18
2005,"HAWAII","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"HAWAII","TILAPIA","FOODSIZE","HEAD",54115
2005,"HAWAII","TILAPIA","FOODSIZE","LB",83583
2005,"HAWAII","TILAPIA","FOODSIZE","LB_PER_HEAD",1.5
2005,"HAWAII","TILAPIA","STOCKERS","OPERATIONS",1
2005,"HAWAII","TILAPIA","STOCKERS","DOLLARS",NA
2005,"HAWAII","TILAPIA","STOCKERS","HEAD",NA
2005,"HAWAII","TILAPIA","STOCKERS","LB",NA
2005,"HAWAII","TILAPIA","STOCKERS","LB_PER_HEAD",NA
2005,"IDAHO","FOOD FISH","ALL PRODUCTS","OPERATIONS",34
2005,"IDAHO","FOOD FISH","ALL PRODUCTS","DOLLARS",37541563
2005,"IDAHO","CARP","ALL PRODUCTS","OPERATIONS",1
2005,"IDAHO","CARP","ALL PRODUCTS","DOLLARS",NA
2005,"IDAHO","OTHER CARP","ALL PRODUCTS","OPERATIONS",1
2005,"IDAHO","OTHER CARP","ALL PRODUCTS","DOLLARS",NA
2005,"IDAHO","CATFISH","ALL PRODUCTS","OPERATIONS",2
2005,"IDAHO","CATFISH","ALL PRODUCTS","DOLLARS",NA
2005,"IDAHO","CATFISH","FOODSIZE","OPERATIONS",2
2005,"IDAHO","CATFISH","FOODSIZE","DOLLARS",NA
2005,"IDAHO","CATFISH","FOODSIZE","HEAD",NA
2005,"IDAHO","CATFISH","FOODSIZE","LB",NA
2005,"IDAHO","CATFISH","FOODSIZE","LB_PER_HEAD",NA
2005,"IDAHO","STURGEON","ALL PRODUCTS","OPERATIONS",4
2005,"IDAHO","STURGEON","ALL PRODUCTS","DOLLARS",NA
2005,"IDAHO","STURGEON","FINGERLINGS & FRY","OPERATIONS",1
2005,"IDAHO","STURGEON","FINGERLINGS & FRY","DOLLARS",NA
2005,"IDAHO","STURGEON","FINGERLINGS & FRY","HEAD",NA
2005,"IDAHO","STURGEON","FOODSIZE","OPERATIONS",3
2005,"IDAHO","STURGEON","FOODSIZE","DOLLARS",91871
2005,"IDAHO","STURGEON","FOODSIZE","HEAD",3540
2005,"IDAHO","STURGEON","FOODSIZE","LB",36114
2005,"IDAHO","STURGEON","FOODSIZE","LB_PER_HEAD",10.2
2005,"IDAHO","TILAPIA","ALL PRODUCTS","OPERATIONS",7
2005,"IDAHO","TILAPIA","ALL PRODUCTS","DOLLARS",1541291
2005,"IDAHO","TILAPIA","FOODSIZE","OPERATIONS",7
2005,"IDAHO","TILAPIA","FOODSIZE","DOLLARS",1541291
2005,"IDAHO","TILAPIA","FOODSIZE","HEAD",850285
2005,"IDAHO","TILAPIA","FOODSIZE","LB",996080
2005,"IDAHO","TILAPIA","FOODSIZE","LB_PER_HEAD",1.2
2005,"IDAHO","TROUT","ALL PRODUCTS","OPERATIONS",26
2005,"IDAHO","TROUT","ALL PRODUCTS","DOLLARS",35520401
2005,"IDAHO","TROUT","EGGS","OPERATIONS",2
2005,"IDAHO","TROUT","EGGS","DOLLARS",NA
2005,"IDAHO","TROUT","EGGS","EGGS",NA
2005,"IDAHO","TROUT","FINGERLINGS & FRY","OPERATIONS",4
2005,"IDAHO","TROUT","FINGERLINGS & FRY","DOLLARS",NA
2005,"IDAHO","TROUT","FINGERLINGS & FRY","HEAD",NA
2005,"IDAHO","TROUT","FOODSIZE","OPERATIONS",23
2005,"IDAHO","TROUT","FOODSIZE","DOLLARS",35345771
2005,"IDAHO","TROUT","FOODSIZE","HEAD",43972066
2005,"IDAHO","TROUT","FOODSIZE","LB",43593509
2005,"IDAHO","TROUT","FOODSIZE","LB_PER_HEAD",1
2005,"IDAHO","TROUT","STOCKERS","OPERATIONS",5
2005,"IDAHO","TROUT","STOCKERS","DOLLARS",37530
2005,"IDAHO","TROUT","STOCKERS","HEAD",NA
2005,"IDAHO","TROUT","STOCKERS","LB",NA
2005,"IDAHO","TROUT","STOCKERS","LB_PER_HEAD",NA
2005,"ILLINOIS","FOOD FISH","ALL PRODUCTS","OPERATIONS",37
2005,"ILLINOIS","FOOD FISH","ALL PRODUCTS","DOLLARS",2012133
2005,"ILLINOIS","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",8
2005,"ILLINOIS","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",195599
2005,"ILLINOIS","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",8
2005,"ILLINOIS","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",NA
2005,"ILLINOIS","HYBRID STRIPED BASS","FOODSIZE","HEAD",46225
2005,"ILLINOIS","HYBRID STRIPED BASS","FOODSIZE","LB",74359
2005,"ILLINOIS","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",1.6
2005,"ILLINOIS","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",1
2005,"ILLINOIS","HYBRID STRIPED BASS","STOCKERS","DOLLARS",NA
2005,"ILLINOIS","HYBRID STRIPED BASS","STOCKERS","HEAD",NA
2005,"ILLINOIS","HYBRID STRIPED BASS","STOCKERS","LB",NA
2005,"ILLINOIS","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",NA
2005,"ILLINOIS","CARP","ALL PRODUCTS","OPERATIONS",4
2005,"ILLINOIS","CARP","ALL PRODUCTS","DOLLARS",252141
2005,"ILLINOIS","GRASS CARP","ALL PRODUCTS","OPERATIONS",4
2005,"ILLINOIS","GRASS CARP","ALL PRODUCTS","DOLLARS",252141
2005,"ILLINOIS","GRASS CARP","FINGERLINGS & FRY","OPERATIONS",1
2005,"ILLINOIS","GRASS CARP","FINGERLINGS & FRY","DOLLARS",NA
2005,"ILLINOIS","GRASS CARP","FINGERLINGS & FRY","HEAD",NA
2005,"ILLINOIS","GRASS CARP","STOCKERS","OPERATIONS",3
2005,"ILLINOIS","GRASS CARP","STOCKERS","DOLLARS",NA
2005,"ILLINOIS","GRASS CARP","STOCKERS","HEAD",NA
2005,"ILLINOIS","GRASS CARP","STOCKERS","LB",NA
2005,"ILLINOIS","GRASS CARP","STOCKERS","LB_PER_HEAD",NA
2005,"ILLINOIS","CATFISH","ALL PRODUCTS","OPERATIONS",21
2005,"ILLINOIS","CATFISH","ALL PRODUCTS","DOLLARS",NA
2005,"ILLINOIS","CATFISH","FINGERLINGS & FRY","OPERATIONS",2
2005,"ILLINOIS","CATFISH","FINGERLINGS & FRY","DOLLARS",NA
2005,"ILLINOIS","CATFISH","FINGERLINGS & FRY","HEAD",NA
2005,"ILLINOIS","CATFISH","FOODSIZE","OPERATIONS",15
2005,"ILLINOIS","CATFISH","FOODSIZE","DOLLARS",1197220
2005,"ILLINOIS","CATFISH","FOODSIZE","HEAD",783066
2005,"ILLINOIS","CATFISH","FOODSIZE","LB",1381100
2005,"ILLINOIS","CATFISH","FOODSIZE","LB_PER_HEAD",1.8
2005,"ILLINOIS","CATFISH","STOCKERS","OPERATIONS",7
2005,"ILLINOIS","CATFISH","STOCKERS","DOLLARS",NA
2005,"ILLINOIS","CATFISH","STOCKERS","HEAD",36430
2005,"ILLINOIS","CATFISH","STOCKERS","LB",6374
2005,"ILLINOIS","CATFISH","STOCKERS","LB_PER_HEAD",0.2
2005,"ILLINOIS","YELLOW PERCH","ALL PRODUCTS","OPERATIONS",1
2005,"ILLINOIS","YELLOW PERCH","ALL PRODUCTS","DOLLARS",NA
2005,"ILLINOIS","YELLOW PERCH","STOCKERS","OPERATIONS",1
2005,"ILLINOIS","YELLOW PERCH","STOCKERS","DOLLARS",NA
2005,"ILLINOIS","YELLOW PERCH","STOCKERS","HEAD",NA
2005,"ILLINOIS","YELLOW PERCH","STOCKERS","LB",NA
2005,"ILLINOIS","YELLOW PERCH","STOCKERS","LB_PER_HEAD",NA
2005,"ILLINOIS","TILAPIA","ALL PRODUCTS","OPERATIONS",5
2005,"ILLINOIS","TILAPIA","ALL PRODUCTS","DOLLARS",NA
2005,"ILLINOIS","TILAPIA","FINGERLINGS & FRY","OPERATIONS",1
2005,"ILLINOIS","TILAPIA","FINGERLINGS & FRY","DOLLARS",NA
2005,"ILLINOIS","TILAPIA","FINGERLINGS & FRY","HEAD",NA
2005,"ILLINOIS","TILAPIA","FOODSIZE","OPERATIONS",4
2005,"ILLINOIS","TILAPIA","FOODSIZE","DOLLARS",NA
2005,"ILLINOIS","TILAPIA","FOODSIZE","HEAD",NA
2005,"ILLINOIS","TILAPIA","FOODSIZE","LB",NA
2005,"ILLINOIS","TILAPIA","FOODSIZE","LB_PER_HEAD",NA
2005,"ILLINOIS","TROUT","ALL PRODUCTS","OPERATIONS",4
2005,"ILLINOIS","TROUT","ALL PRODUCTS","DOLLARS",NA
2005,"ILLINOIS","TROUT","FOODSIZE","OPERATIONS",4
2005,"ILLINOIS","TROUT","FOODSIZE","DOLLARS",NA
2005,"ILLINOIS","TROUT","FOODSIZE","HEAD",NA
2005,"ILLINOIS","TROUT","FOODSIZE","LB",NA
2005,"ILLINOIS","TROUT","FOODSIZE","LB_PER_HEAD",NA
2005,"INDIANA","FOOD FISH","ALL PRODUCTS","OPERATIONS",9
2005,"INDIANA","FOOD FISH","ALL PRODUCTS","DOLLARS",103605
2005,"INDIANA","HYBRID STRIPED BASS","ALL PRODUCTS","OPERATIONS",5
2005,"INDIANA","HYBRID STRIPED BASS","ALL PRODUCTS","DOLLARS",86775
2005,"INDIANA","HYBRID STRIPED BASS","FOODSIZE","OPERATIONS",5
2005,"INDIANA","HYBRID STRIPED BASS","FOODSIZE","DOLLARS",NA
2005,"INDIANA","HYBRID STRIPED BASS","FOODSIZE","HEAD",21325
2005,"INDIANA","HYBRID STRIPED BASS","FOODSIZE","LB",28225
2005,"INDIANA","HYBRID STRIPED BASS","FOODSIZE","LB_PER_HEAD",1.3
2005,"INDIANA","HYBRID STRIPED BASS","STOCKERS","OPERATIONS",1
2005,"INDIANA","HYBRID STRIPED BASS","STOCKERS","DOLLARS",NA
2005,"INDIANA","HYBRID STRIPED BASS","STOCKERS","HEAD",NA
2005,"INDIANA","HYBRID STRIPED BASS","STOCKERS","LB",NA
2005,"INDIANA","HYBRID STRIPED BASS","STOCKERS","LB_PER_HEAD",NA
